avatar_subtle,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,z1,z2,human_annotation,subtle_super_clusters,subtle_sub_clusters,Corrlation,moving,moving2,cca,ccf
8991,1.0893,-3.2961,0.15191,1.3987,-3.7243,0.653,-0.72141,-6.5056,1.2032,0.9754,-5.3302,1.0777,-0.018333,-6.1417,0.25473,-0.73333,-4.0792,0.77717,1.6683,-3.632,0.489,-1.4297,-3.3921,1.757,-5.5127,-5.9541,1.0734,-0.65095705,-1.5650105,grooming,3,33,na,False,False,,
8992,1.0893,-3.2593,0.15191,1.3987,-3.7148,0.653,-0.6926,-6.5056,1.2215,0.98712,-5.3133,1.0777,-0.0091667,-6.1325,0.25473,-0.73333,-4.0792,0.78601,1.7142,-3.632,0.16016,-1.4294,-3.3733,1.7616,-5.5127,-5.9599,1.0826,-0.6757052,-1.581684,grooming,3,33,na,False,False,,
8993,0.91934,-3.2122,0.15191,1.3987,-3.6879,0.65653,-0.66374,-6.5056,1.2215,1.0001,-5.2872,1.0777,0,-6.1233,0.25473,-0.73333,-4.07,0.78601,1.7508,-3.6317,0.16016,-1.4056,-3.3733,1.7616,-5.5127,-5.9662,1.0845,-0.71784574,-1.5983747,grooming,3,33,na,False,False,,
8994,0.79079,-3.1687,0.11313,1.3987,-3.6369,0.66443,-0.61945,-6.5056,1.2215,1.0189,-5.2603,1.0777,0,-6.1233,0.25473,-0.73333,-4.07,0.78601,1.7783,-3.374,0.16016,-1.3794,-3.3043,1.7616,-5.5127,-5.9747,1.0913,-0.7813936,-1.6460036,grooming,3,33,na,False,False,,
8995,0.71617,-3.1325,0.11313,1.3316,-3.6088,0.67407,-0.5748,-6.5056,1.2215,1.0457,-5.2409,1.0791,0.018333,-6.1233,0.25473,-0.73333,-4.0608,0.78601,1.7875,-3.1167,0.16016,-1.3762,-3.2146,1.7616,-5.5127,-5.9851,1.1318,0.75838536,-1.712627,grooming,3,34,na,False,False,,
8996,0.65124,-3.0715,0.14469,1.2751,-3.5887,0.68168,-0.56918,-6.5056,1.2215,1.0699,-5.2035,1.0831,0.045833,-6.1233,0.25473,-0.72417,-4.0517,0.78601,1.815,-3.1075,0.16016,-1.3755,-3.146,1.7616,-5.5127,-5.9886,1.1739,1.3388541,-1.5271393,grooming,4,28,na,False,False,,
8997,0.57022,-2.9736,0.14469,1.2504,-3.5664,0.69286,-0.56845,-6.5056,1.2215,1.0917,-5.1466,1.0831,0.064167,-6.1233,0.25473,-0.715,-4.0517,0.78601,1.815,-3.0892,0.16016,-1.373,-3.0467,1.7616,-5.5127,-6.0416,1.1809,0.97309756,-1.4458526,grooming,3,34,na,False,False,,
8998,0.4164,-2.7864,0.14469,1.2264,-3.4064,0.70515,-0.56786,-6.5056,1.2215,1.1123,-5.0093,1.0831,0.073333,-6.105,0.25574,-0.715,-4.0425,0.79653,1.815,-3.08,0.16016,-1.3696,-2.9519,1.757,-5.5036,-6.0978,1.1817,1.1196095,-1.612249,grooming,3,34,na,False,False,,
8999,0.31742,-2.6364,0.14469,1.2264,-3.1602,0.71352,-0.55443,-6.5056,1.2032,1.1234,-4.8294,1.0831,0.11,-6.0775,0.25739,-0.715,-4.0425,0.79909,1.7875,-3.0708,0.16718,-0.46528,-2.9085,1.3757,-5.4926,-6.1347,1.1856,0.96106625,-1.4625858,grooming,3,34,na,False,False,,
9000,0.2892,-2.5433,0.14469,1.2039,-3.0416,0.71352,-0.51281,-6.5056,1.177,1.137,-4.7442,1.0845,0.17417,-6.05,0.25739,-0.715,-4.0333,0.82549,1.7783,-3.0617,0.17381,0.44,-2.9075,0.99551,-5.4673,-6.1982,1.1856,1.11465,-1.4600074,grooming,4,28,na,False,False,,
9001,0.10679,-2.4301,0.14469,1.185,-3.006,0.71881,-0.47417,-6.5056,1.1504,1.1639,-4.7295,1.0845,0.20167,-6.0317,0.25964,-0.70583,-4.0333,0.85464,1.7508,-3.0525,0.17381,0.44,-2.9032,0.98241,-5.4316,-6.223,1.1856,1.0298241,-1.4081938,grooming,3,34,na,False,False,,
9002,-0.10677,-2.3347,0.14469,1.16,-2.9705,0.72365,-0.45354,-6.501,1.1356,1.1881,-4.6944,1.0857,0.21083,-6.0133,0.26001,-0.69667,-4.0242,0.86467,1.7508,-3.0433,0.17381,0.385,-2.8963,0.96643,-5.3878,-6.2463,1.1856,1.078894,-1.1830113,grooming,4,28,na,False,False,,
9003,0.048862,-2.2709,0.14469,1.16,-2.9002,0.72973,-0.43891,-6.495,1.1309,1.2071,-4.6499,1.0872,0.22917,-5.9858,0.26001,-0.69667,-4.0242,0.87464,1.7508,-3.0433,0.17381,0.1925,-2.8929,0.96218,-5.3427,-6.3495,1.1856,2.0182183,2.1076434,grooming,4,53,na,False,False,,
9004,0.2892,-2.1361,0.14469,1.16,-2.7307,0.739,-0.40148,-6.4536,1.1249,1.2286,-4.5491,1.0872,0.2475,-5.9583,0.26001,-0.70583,-4.015,0.8784,1.7508,-3.0342,0.17381,0.0091667,-2.8793,0.96218,-5.1708,-6.3495,1.1856,2.0685785,2.1212535,grooming,4,53,na,True,True,0.876279600245611,0.681872956937591
9005,0.2892,-1.795,0.15257,1.16,-2.4515,0.74696,-0.32314,-6.3199,1.1169,1.2336,-4.2576,1.0872,0.33917,-5.7475,0.26001,-0.69667,-3.9967,0.87927,1.7508,-2.9883,0.17381,-0.055,-2.7669,0.96218,-4.786,-6.6103,1.1856,2.1081824,3.1132977,grooming,4,4,na,True,True,0.876279600245611,0.681872956937591
9006,0.2892,-1.3535,0.15257,1.0805,-2.1345,0.75475,-0.11336,-6.1494,1.1094,1.2336,-3.8376,1.0872,0.935,-4.895,0.26001,-0.6875,-3.9325,0.87991,1.7508,-2.9517,0.17381,-0.0825,-2.6511,0.96218,-4.4697,-6.8848,1.1971,2.2323158,3.2468653,grooming,4,4,na,True,True,0.876279600245611,0.681872956937591
9007,0.2892,-0.99429,0.15954,1.0805,-1.7589,0.7649,0.25096,-6.0695,1.077,1.2336,-3.5008,1.0857,1.595,-4.0883,0.26276,-0.66917,-3.8867,0.87991,1.7417,-2.5575,0.2122,-0.0825,-2.087,0.96059,-4.1535,-7.1188,1.2072,2.178075,3.311806,grooming,4,4,na,True,True,0.8762796002456111,0.6818729569375911
9008,0.2892,-0.81517,0.16638,1.0805,-1.4862,0.773,0.48949,-6.0138,1.0015,1.2336,-3.3554,1.0842,1.7508,-3.9325,0.26503,-0.66917,-3.8867,0.87991,1.6958,-2.1633,0.27044,-0.0825,-1.4942,0.95964,-3.9106,-7.3064,1.2116,2.2742326,3.468593,grooming,4,4,na,True,False,,
9009,0.2892,-0.72826,0.17203,1.0134,-1.3816,0.78319,0.55488,-5.954,0.94872,1.2336,-3.2948,1.0802,1.76,-3.9233,0.27301,-0.66917,-3.8867,0.88511,1.6958,-2.1633,0.27044,-0.22,-1.4483,0.95964,-3.8123,-7.3928,1.2194,2.19811,3.1250129,grooming,4,4,na,False,False,,
9010,0.2892,-0.60307,0.17203,0.96548,-1.2711,0.79086,0.61958,-5.9338,0.93438,1.2336,-3.2086,1.0764,1.76,-3.9142,0.28858,-0.66917,-3.8867,0.89269,1.6958,-1.54,0.27044,-0.385,-1.43,0.95964,-3.7113,-7.5037,1.2279,2.3502035,2.7692697,grooming,4,4,na,False,False,,
9011,0.2892,-0.5091,0.18062,0.96548,-1.1487,0.79734,0.68288,-5.9117,0.92698,1.2336,-3.1187,1.0739,1.7692,-3.905,0.30413,-0.66917,-3.8867,0.90066,1.6958,-0.55917,0.27044,-0.44917,-1.4025,0.95964,-3.6038,-7.5841,1.2519,2.2247968,2.5341878,grooming,4,53,na,True,False,,
9012,0.2892,-0.45928,0.18629,0.96548,-1.0544,0.8018,0.85526,-5.6118,0.91948,1.2336,-3.011,1.0708,1.7967,-3.8683,0.31279,-0.66917,-3.8867,0.93659,1.6133,-0.20167,0.29028,-0.385,-1.3842,0.95586,-3.1909,-7.6034,1.291,2.477303,2.1751661,grooming,4,31,na,True,False,,
9013,0.048862,-0.21258,0.19237,0.88381,-0.86326,0.80418,1.0259,-5.328,0.91239,1.2336,-2.7797,1.0708,1.815,-3.8225,0.32115,-0.66917,-3.8867,0.96743,1.6133,-0.20167,0.29028,-0.385,-1.3567,0.94465,-2.7277,-7.6553,1.3485,2.3802383,2.4454381,grooming,4,53,na,True,False,,
9014,-0.23927,0.0025987,0.1972,0.80309,-0.65117,0.80973,1.0635,-5.2116,0.91021,1.2336,-2.524,1.0708,1.815,-3.8133,0.33151,-0.66917,-3.8867,0.96794,1.6133,-0.20167,0.29028,-0.385,-1.3292,0.9353,-2.5838,-7.6993,1.401,2.401327,2.3041613,grooming,4,31,na,True,False,,
9015,-0.32173,0.055673,0.1972,0.74193,-0.57675,0.81531,1.0818,-4.9638,0.89882,1.2336,-2.2953,1.0708,1.8333,-3.7583,0.34269,-0.66,-3.8867,0.97276,1.5033,-0.0275,0.2964,-0.385,-0.89833,0.91712,-2.4503,-7.7187,1.4166,2.4542437,2.1321125,grooming,4,31,na,True,False,,
9016,-0.37001,0.11612,0.1972,0.70182,-0.50015,0.82732,1.0818,-4.7435,0.88685,1.2336,-2.1313,1.0674,1.8517,-3.6758,0.35112,-0.66,-3.8867,0.97805,1.3842,0.17417,0.30543,-0.385,-0.33,0.89426,-2.2223,-7.7187,1.4166,2.5130997,2.3873732,grooming,4,31,na,True,False,,
9017,-0.4772,0.1593,0.20336,0.67445,-0.42127,0.83916,1.0818,-4.5633,0.87871,1.2293,-2.0855,1.0674,1.8608,-3.6117,0.3522,-0.66,-3.8775,0.98163,1.3658,0.20167,0.30908,-0.385,-0.18333,0.88434,-1.9909,-7.7524,1.4166,2.3455958,2.224172,grooming,4,31,na,True,False,,
9018,-0.54664,0.22656,0.20336,0.64264,-0.40056,0.84374,1.0818,-4.421,0.8678,1.2293,-2.0366,1.0733,1.8608,-3.3275,0.35416,-0.66,-3.8683,0.98578,1.3567,0.20167,0.34221,-0.385,-0.165,0.87338,-1.8538,-7.7524,1.4166,2.3936157,2.151152,grooming,4,31,na,False,False,,
9019,-0.59102,0.38073,0.21083,0.60201,-0.33004,0.8503,1.0818,-4.3645,0.84636,1.2293,-1.9969,1.0764,1.8608,-2.3192,0.3563,-0.66,-3.8592,0.98943,1.3567,0.21083,0.37517,-0.385,-0.1375,0.86445,-1.7878,-7.7524,1.4166,2.538288,2.0640595,grooming,4,31,na,False,False,,
9020,-0.7706,0.53146,0.21083,0.47847,-0.24233,0.865,1.0818,-4.3515,0.82885,1.2244,-1.9749,1.0802,1.8608,-1.5125,0.35954,-0.66,-3.8213,0.99415,1.3383,0.22,0.38157,-0.385,-0.11917,0.86445,-1.6606,-7.7524,1.4166,2.5359392,2.086615,grooming,4,31,na,False,False,,
9021,-0.99801,0.57464,0.21083,0.22707,-0.19453,0.87697,1.0818,-4.2537,0.81672,1.2236,-1.9567,1.0842,1.8608,-1.4667,0.36234,-0.65083,-3.7672,0.99099,1.32,0.22917,0.39025,-0.385,-0.10083,0.86445,-1.5364,-7.7524,1.4166,2.441946,2.28181,grooming,4,31,na,True,False,,
9022,-1.1064,0.70409,0.21083,0.044425,-0.14108,0.88849,1.0818,-4.1331,0.79997,1.1648,-1.9456,1.0842,1.8608,-1.4483,0.36234,-0.64167,-3.6873,0.99099,1.3017,0.23833,0.39527,-0.385,-0.064167,0.86445,-1.4774,-7.7524,1.4166,2.1493185,2.4635305,grooming,4,53,na,False,False,,
9023,-1.1397,0.85149,0.25331,0.012667,-0.090682,0.9011,1.0818,-4.0915,0.77289,1.0923,-1.8692,1.0842,1.8608,-1.4117,0.35906,-0.6325,-3.5031,0.99099,1.2467,0.275,0.39828,-0.44917,-0.0091667,0.86445,-1.4407,-7.7524,1.4166,0.18102467,1.2087669,grooming,4,44,na,False,False,,
9024,-1.1839,0.88231,0.29907,0.0074422,-0.023687,0.90412,1.0818,-4.0633,0.74957,1.0654,-1.6884,1.0842,1.8608,-1.3842,0.35416,-0.5775,-3.3283,0.99099,1.1,0.4125,0.39915,-0.48583,0.12833,0.86445,-1.4407,-7.7524,1.0887,0.40242398,1.2962252,grooming,4,1,na,False,False,,
9025,-1.2742,1.0188,0.31438,-0.033885,0.13175,0.90828,1.0818,-4.0208,0.73248,1.0425,-1.5524,1.0857,1.8608,-1.3567,0.35416,-0.3575,-3.2457,0.99099,0.6875,0.86167,0.39944,-0.495,0.23833,0.86445,-1.4407,-7.7524,0.7508,1.4079504,2.0702543,grooming,4,6,na,False,False,,
9026,-1.3675,1.1896,0.32799,-0.077372,0.25509,0.92337,1.0818,-3.9871,0.71288,1.0168,-1.5155,1.0854,1.8608,-1.3292,0.3522,-0.12833,-2.6673,0.99099,0.36667,1.2192,0.40099,-0.495,0.2475,0.86445,-1.4407,-7.7524,0.73531,2.1737456,2.8435748,grooming,4,4,na,False,False,,
9027,-1.4048,1.4428,0.32799,-0.084505,0.4282,0.94074,1.0818,-3.9442,0.70487,0.9802,-1.4468,1.0854,1.8608,-1.32,0.35112,-0.073333,-2.1083,0.99099,0.33917,1.2375,0.40267,-0.50417,0.25667,0.86445,-1.4407,-7.733,0.73078,1.9031606,2.851213,grooming,4,53,na,False,False,,
9028,-1.4461,1.7352,0.32799,-0.091709,0.74473,0.95656,1.0672,-3.8626,0.70487,0.9455,-1.2455,1.0883,1.8608,-1.3108,0.3522,-0.073333,-2.09,0.99415,0.33,1.2833,0.41178,-0.54083,0.81583,0.86445,-1.4407,-7.636,0.72469,1.5829784,2.9256303,grooming,4,40,na,True,False,,
9029,-1.5168,1.835,0.33431,-0.14281,1.0622,0.99683,1.0259,-3.7088,0.70487,0.9201,-0.94665,1.0883,1.8608,-1.1917,0.35416,-0.073333,-2.09,0.99415,0.31167,1.3475,0.43437,-0.825,1.4025,0.86445,-1.4407,-7.5037,0.71441,1.176142,2.7019734,grooming,4,40,na,True,False,,
9030,-1.5532,1.8557,0.34374,-0.20265,1.2405,1.0317,0.76054,-3.2979,0.70487,0.83798,-0.71222,1.0883,1.8608,-0.95333,0.35416,-0.17417,-2.09,0.99415,0.29333,1.3842,0.45092,-1.1183,1.4025,0.86445,-0.81177,-7.3928,0.45418,1.3810571,2.8481085,grooming,4,40,na,True,False,,
9031,-1.5572,1.8767,0.35094,-0.23127,1.2653,1.0426,0.50538,-2.9288,0.70487,0.73533,-0.60401,1.0951,1.8608,-0.825,0.35906,-0.61417,-2.09,0.99415,0.29333,1.3933,0.45366,-1.155,1.4025,0.87338,-0.18063,-7.1945,0.11554,1.5072484,3.0448942,grooming,4,40,na,True,False,,
9032,-1.5673,1.9165,0.35094,-0.26849,1.296,1.0606,0.48159,-2.7388,0.70075,0.67311,-0.55915,1.0951,1.5858,-0.25667,0.35906,-0.99917,-2.0717,0.99415,0.26583,1.4117,0.45457,-1.155,1.4025,0.87338,-0.18063,-6.8877,0.0077685,1.2306366,2.7584846,grooming,4,40,na,True,False,,
9033,-1.5755,1.9422,0.35094,-0.3242,1.3258,1.0755,0.46586,-2.5223,0.69423,0.64202,-0.46249,1.0864,1.3017,0.31167,0.35906,-1.045,-2.0717,0.99415,0.22,1.43,0.45947,-1.1642,1.4025,0.89043,-0.18063,-6.5712,-0.023841,2.0999384,2.8115234,grooming,4,53,na,True,False,,
9034,-1.5755,1.9422,0.35094,-0.39528,1.3344,1.0834,0.45927,-2.3383,0.67444,0.63886,-0.32359,1.0777,1.2925,0.33,0.35416,-1.045,-1.925,0.99099,0.20167,1.6408,0.50934,-1.1733,1.4025,0.91335,-0.18063,-6.3282,-0.031912,2.0765765,2.7367685,grooming,4,53,na,True,False,,
9035,-1.5755,1.9759,0.35094,-0.48001,1.3473,1.0911,0.44572,-2.2207,0.66,0.63053,-0.25744,1.0777,1.2833,0.3575,0.3522,-1.045,-1.705,0.99099,0.14667,2.255,0.55814,-1.1733,1.4025,0.92803,-0.18063,-6.243,-0.038225,2.3088434,2.1728358,grooming,4,31,na,False,False,,
9036,-1.5755,2.0093,0.35274,-0.56474,1.3772,1.0937,0.43276,-2.1416,0.66,0.61935,-0.25227,1.0777,1.2833,0.37583,0.3522,-1.0542,-1.6042,0.99099,0.0825,2.6858,0.56126,-1.1733,1.4025,0.93353,-0.18063,-6.214,-0.052978,2.30171,1.9109639,grooming,4,31,na,False,False,,
9037,-1.5755,2.0093,0.37083,-0.60681,1.4076,1.0942,0.43114,-2.09,0.65335,0.61018,-0.23201,1.0919,1.2742,0.385,0.3522,-1.0633,-1.595,0.98428,0.073333,2.7225,0.5615,-1.1733,1.5033,0.93353,-0.18063,-6.1928,-0.06336,2.3300753,1.7885566,grooming,4,31,na,False,False,,
9038,-1.5988,2.0093,0.38838,-0.64995,1.4334,1.0948,0.4301,-2.0858,0.65335,0.59118,-0.20423,1.1007,1.265,0.385,0.3522,-1.0633,-1.5858,0.97227,0.055,2.7317,0.5618,-1.1825,1.5767,0.93353,-0.18063,-6.1846,-0.06336,2.3683896,1.6425312,grooming,4,31,na,False,False,,
9039,-1.5988,2.0093,0.39031,-0.64995,1.5962,1.0992,0.42756,-2.0805,0.64726,0.57206,-0.19489,1.1025,1.265,0.39417,0.3505,-1.0633,-1.5767,0.96598,0.036667,2.7317,0.56205,-1.1917,1.5858,0.93353,-0.18063,-6.1732,-0.066187,2.3610938,1.6837648,grooming,4,31,na,False,False,,
9040,-1.5988,2.0093,0.39278,-0.64995,1.7501,1.114,0.41339,-2.0722,0.64726,0.56354,-0.18498,1.1081,1.2558,0.40333,0.34777,-1.0633,-1.5767,0.96135,0.036667,2.7317,0.56222,-1.1917,1.595,0.93353,-0.18063,-6.1643,-0.071775,2.4470682,1.5517042,grooming,4,31,na,False,False,,
9041,-1.5755,2.3436,0.39278,-0.64995,1.9112,1.1291,0.38527,-2.0341,0.64726,0.55022,-0.014424,1.1129,1.2467,0.42167,0.34403,-1.0633,-1.5125,0.95495,-0.0091667,2.8325,0.56638,-1.2008,1.6042,0.93353,-0.18063,-6.1597,-0.071775,2.5421562,2.3303998,grooming,4,31,na,False,False,,
9042,-1.5755,2.7679,0.39278,-0.64995,2.1568,1.1416,0.36618,-1.979,0.64726,0.39231,0.23043,1.116,1.2467,0.44,0.34101,-1.0633,-1.4483,0.95076,-0.055,2.9333,0.5726,-1.2008,1.6225,0.93353,-0.17226,-6.139,-0.079191,2.3769948,2.6746585,grooming,4,4,na,False,False,,
9043,-1.5755,3.1264,0.39278,-0.64995,2.5852,1.1416,0.36432,-1.9515,0.65335,0.22835,0.54833,1.116,1.2375,0.4675,0.34082,-1.0633,-1.0633,0.90409,-0.1375,3.3458,0.57623,-1.2008,1.6317,0.93353,-0.17226,-6.0709,-0.079191,2.5588849,3.0209484,grooming,4,4,na,True,False,,
9044,-1.5755,3.6078,0.39278,-0.64995,3.1005,1.1509,0.36003,-1.7654,0.66,0.20403,0.97749,1.116,1.2192,0.50417,0.34056,-1.0633,0.045833,0.85863,-0.1375,3.7583,0.5788,-1.2008,1.6317,0.93353,-0.17226,-5.922,-0.079191,2.6064765,3.154187,grooming,4,4,na,True,False,,
9045,-1.5755,3.9401,0.39663,-0.64995,3.3087,1.1559,0.34541,-1.4108,0.66,0.19078,1.3176,1.116,1.21,0.53167,0.3254,-1.0725,0.84333,0.84414,-0.1375,3.7675,0.58021,-1.2008,1.6317,0.93353,-0.17226,-5.8127,-0.079191,2.497611,3.1337676,grooming,4,4,na,True,False,,
9046,-1.5755,4.0646,0.39278,-0.64995,3.3699,1.1669,0.29546,-1.2283,0.66,0.17683,1.5057,1.1193,1.1825,0.605,0.30442,-1.0725,0.92583,0.84414,-0.1375,3.7767,0.58101,-1.2008,1.6408,0.93353,-0.17226,-5.5888,-0.079191,2.5636666,3.1026015,grooming,4,4,na,False,False,,
9047,-1.5755,4.1028,0.39278,-0.64995,3.4119,1.1762,0.25146,-1.2069,0.66,0.17683,1.5514,1.1208,1.155,0.66917,0.30442,-1.0725,0.935,0.82797,-0.1375,3.7858,0.58554,-1.2008,1.65,0.93353,-0.19584,-5.3505,-0.079191,2.5997689,2.9628801,grooming,4,4,na,False,False,,
9048,-1.5755,4.1625,0.39278,-0.64995,3.4319,1.1829,0.24166,-1.1782,0.66,0.17683,1.5584,1.1218,1.1458,0.67833,0.30442,-1.0725,0.94417,0.82513,-0.1375,3.795,0.59189,-1.1917,1.6683,0.93353,-0.22412,-5.3137,-0.070541,2.7374141,2.8247392,grooming,4,4,na,False,False,,
9049,-1.5755,4.2533,0.39663,-0.63571,3.5198,1.1948,0.1512,-1.1087,0.67444,0.1699,1.6041,1.1193,1.1275,0.69667,0.29424,-1.0725,0.95333,0.82002,-0.1375,3.795,0.5969,-1.1917,1.6867,0.93353,-0.25338,-5.2994,-0.06336,2.7090137,2.7892883,grooming,4,4,na,False,False,,
9050,-1.5633,4.369,0.4044,-0.63571,3.6274,1.2068,0.088096,-1.0542,0.67444,0.1699,1.7066,1.116,1.0908,0.73333,0.28702,-1.0725,0.95333,0.81343,-0.1375,3.795,0.60036,-1.1825,1.6867,0.93184,-0.27702,-5.2934,-0.05966,2.6668098,2.5959327,grooming,4,31,na,True,False,,
9051,-1.5168,4.4427,0.41407,-0.63571,3.7068,1.2139,0.088096,-0.92781,0.66,0.15709,1.8451,1.1129,1.0633,0.75167,0.2595,-1.0817,0.95333,0.80888,-0.1375,3.8042,0.60125,-1.1733,2.5117,0.81408,-0.28347,-5.2885,-0.053704,2.6750736,3.019509,grooming,4,4,na,True,False,,
9052,-1.4461,4.5108,0.43522,-0.63571,3.7967,1.2167,0.088096,-0.80104,0.65335,0.15709,2.0176,1.1087,0.95333,0.91667,0.23096,-1.0817,0.98083,0.79959,-0.1375,3.8133,0.60139,-1.1733,3.6208,0.70176,-0.28727,-5.283,-0.047022,2.8592305,3.5191207,grooming,4,4,na,True,False,,
9053,-1.3874,4.5836,0.48622,-0.63571,3.8557,1.2188,0.088096,-0.60276,0.64726,0.15709,2.1217,1.1032,0.76083,1.76,0.2262,-1.0908,1.0083,0.78806,-0.1375,3.8317,0.61236,-1.1642,3.905,0.70164,-0.30237,-5.2301,-0.040494,2.8629897,3.6941218,grooming,4,7,na,True,False,,
9054,-1.1132,4.653,0.52347,-0.57855,3.9002,1.2224,0.088096,-0.33263,0.64145,0.15709,2.1449,1.1009,0.6875,2.4383,0.22446,-1.1,1.0175,0.78152,-0.1375,3.8683,0.62795,-1.155,3.905,0.70096,-0.32516,-5.0958,-0.034529,2.8450336,3.5710506,grooming,4,7,na,True,False,,
9055,-0.96208,4.8338,0.54038,-0.57855,4.0177,1.2299,0.088096,-0.25693,0.64145,0.14418,2.1869,1.1007,0.6875,2.4383,0.22032,-1.1092,1.0267,0.77979,-0.1375,3.8867,0.63673,-1.155,3.9142,0.6982,-0.35943,-4.9509,-0.031912,2.8455753,3.541835,grooming,4,4,na,False,False,,
9056,-0.96208,5.1207,0.55998,-0.57855,4.3325,1.2407,0.049406,-0.24462,0.63806,0.1413,2.302,1.1007,0.6875,2.4475,0.2165,-1.1183,1.045,0.7764,-0.1375,3.8958,0.64451,-1.1458,4.4,0.68726,-0.3855,-4.8641,-0.023841,2.8484244,3.551529,grooming,4,7,na,False,False,,
9057,-0.88222,5.5221,0.57957,-0.57855,4.7894,1.2494,0.0324,-0.22704,0.62682,0.13202,2.5583,1.1007,0.6875,2.475,0.21482,-1.1458,1.0817,0.77294,-0.1375,4.07,0.65699,-1.1092,5.0233,0.52029,-0.42232,-4.8384,-0.00032315,2.7202413,3.6968944,grooming,4,4,na,True,False,,
9058,-0.88222,6.2017,0.60513,-0.57855,5.1555,1.2594,-0.092119,-0.077543,0.62337,0.11197,2.8791,1.0979,0.6875,2.5208,0.2116,-1.1825,1.1367,0.77241,0.064167,4.7667,0.68049,-1.0817,5.1792,0.3554,-0.4607,-4.8209,0.020851,2.8391771,3.555645,grooming,4,7,na,True,False,,
9059,-0.88222,6.7414,0.62249,-0.57855,5.4355,1.272,-0.29126,0.12934,0.61977,0.096315,3.1311,1.0979,0.6875,2.5575,0.20936,-1.2008,1.1917,0.77213,0.3575,5.6192,0.69949,-1.0725,5.1883,0.34675,-0.56558,-4.7402,0.027107,2.7366323,3.7580607,grooming,4,4,na,True,False,,
9060,-0.88222,6.8691,0.63646,-0.57855,5.8122,1.2861,-0.37622,0.30308,0.60569,0.085028,3.4544,1.0944,0.6875,2.585,0.20882,-1.2192,1.4208,0.77199,0.36667,6.1783,0.70503,-1.0725,5.2158,0.33655,-0.71601,-4.5043,0.02982,2.847768,4.038982,grooming,4,7,na,True,False,,
9061,-0.88222,7.1421,0.66601,-0.57855,6.3789,1.3071,-0.38641,0.80512,0.5898,0.085028,3.9774,1.0931,0.6875,2.6858,0.18807,-1.2375,2.5392,0.76889,0.36667,6.4167,0.70905,-1.0633,5.2617,0.33655,-0.81192,-4.2388,0.037835,2.7474782,3.9689791,grooming,4,7,na,True,False,,
9062,-0.88222,7.6629,0.68874,-0.57855,6.8813,1.3202,-0.41424,1.4565,0.58078,0.085028,4.533,1.0931,0.6875,2.9058,0.16234,-1.2467,3.9142,0.75881,0.36667,6.6183,0.71216,-1.0633,5.4633,0.33655,-0.86004,-3.8849,0.064332,2.8784628,4.1033764,grooming,4,7,na,True,False,,
9063,-0.88222,7.9329,0.68911,-0.51409,7.1502,1.3202,-0.46432,1.8598,0.57853,0.085028,4.8812,1.0944,0.6875,3.1075,0.16234,-1.2467,4.3908,0.75243,0.36667,6.82,0.71272,-1.0633,6.3525,0.33655,-0.86319,-3.4325,0.064332,2.8359756,4.097608,grooming,4,7,na,True,False,,
9064,-0.88222,7.9329,0.68911,-0.42617,7.2742,1.3202,-0.49103,2.0775,0.56954,0.096315,5.0599,1.0981,0.6875,3.4375,0.14926,-1.2467,4.4092,0.75685,0.36667,6.82,0.7139,-1.0633,7.2783,0.33655,-0.86494,-2.6828,0.064332,2.905865,3.8233147,rearing,4,7,na,True,False,,
9065,-0.88222,7.9329,0.6872,-0.37469,7.2988,1.3071,-0.49103,2.2298,0.56954,0.1094,5.2147,1.0981,0.6875,4.1158,0.13876,-1.2467,4.4367,0.76127,0.36667,6.8475,0.71565,-1.0542,7.4983,0.33655,-0.86494,-2.1107,0.064332,2.8091936,3.498313,rearing,4,4,na,True,False,,
9066,-0.88222,7.9329,0.67448,-0.35174,7.3203,1.2861,-0.47757,2.3562,0.54806,0.1094,5.2947,1.0981,0.6875,4.84,0.13876,-1.2467,4.455,0.76171,0.36667,6.8842,0.71687,-1.045,7.5075,0.33655,-0.86494,-2.0793,0.064332,2.8238182,3.0420496,rearing,4,4,na,True,False,,
9067,-0.88222,7.941,0.67448,-0.34714,7.3378,1.272,-0.45332,2.4573,0.50452,0.1094,5.3088,1.0944,0.6875,5.1517,0.13876,-1.2467,4.4642,0.76274,0.36667,6.9025,0.71962,-1.045,7.5167,0.33655,-0.86494,-2.0618,0.064332,2.7384183,2.4472451,rearing,4,31,na,False,False,,
9068,-0.88222,7.9527,0.67448,-0.34714,7.3421,1.272,-0.44569,2.5121,0.4715,0.1094,5.3274,1.0933,0.6875,5.1608,0.12863,-1.2467,4.4733,0.76274,0.36667,6.9117,0.73061,-1.045,7.5167,0.34675,-0.86494,-2.0618,0.064332,2.7256162,1.8876035,rearing,4,31,na,False,False,,
9069,-0.88222,7.9641,0.67448,-0.34714,7.3484,1.2594,-0.4361,2.5147,0.44726,0.1094,5.3551,1.0928,0.715,5.17,0.12135,-1.2467,4.4733,0.76274,0.36667,6.9208,0.74873,-1.045,7.5258,0.3554,-0.86494,-2.0618,0.064332,2.9085655,1.6208955,rearing,3,63,na,False,False,,
