,z1,z2,y,y_
75895,-0.9613189,11.202633,standing,1
75896,-1.0228723,11.208317,standing,1
75897,-1.5840981,11.239936,standing,1
75898,-2.1840932,11.0540905,standing,1
75899,-2.433796,10.895611,standing,1
75900,-2.476703,10.932893,standing,1
75901,-2.5615916,10.86936,na,1
75902,-2.5807943,10.853527,na,1
75903,-2.550988,10.871395,na,1
75904,-2.5576046,10.962363,na,1
75905,-2.2884102,10.999164,na,1
75906,-2.0403605,10.95952,na,1
75907,-1.7341558,11.010679,walking,1
75908,-1.6661375,11.078853,walking,1
75909,-1.0903798,11.521125,walking,1
75910,-0.91650283,11.689589,walking,1
75911,-0.8751059,11.763039,walking,1
75912,-0.8320421,11.709434,walking,1
75913,-0.96700823,11.995052,walking,1
75914,-1.1258185,12.379992,walking,1
75915,-1.1076573,12.699714,walking,1
75916,-1.0933743,12.908986,na,1
75917,-1.4150847,12.880968,na,1
75918,-1.655036,12.877313,na,1
75919,-1.8479862,12.78677,na,1
75920,-1.8576175,12.732593,na,1
75921,-1.8678483,12.723317,na,1
75922,-1.8883401,12.684326,na,1
75923,-1.8963207,12.618879,na,1
75924,-1.8832438,12.600067,walking,1
75925,-1.8501483,12.580333,walking,1
75926,-1.8996843,12.522819,walking,1
75927,-1.8820775,12.57958,walking,1
75928,-1.879806,12.559925,walking,1
75929,-1.8818766,12.541268,walking,1
75930,-1.8771967,12.569083,walking,1
75931,-1.8445724,12.548093,walking,1
75932,-1.8517377,12.535363,walking,1
75933,-1.8487113,12.505665,walking,1
75934,-1.876945,12.396102,walking,1
75935,-1.825117,12.383215,walking,1
75936,-1.8056045,12.302594,walking,1
75937,-2.3079078,9.352252,walking,0
75938,-2.4974604,8.690749,walking,0
75939,-2.5442915,8.322604,walking,0
75940,-2.5615256,8.24554,walking,0
75941,-2.5618703,8.148558,walking,0
75942,-2.5581262,8.030923,walking,0
75943,-2.544402,7.6446595,walking,0
75944,-2.369302,6.5450587,walking,0
75945,-2.3570917,6.3359714,walking,0
75946,-2.2794275,6.346031,na,0
75947,-2.348185,5.9230924,na,0
75948,-2.2325022,5.8272586,rearing,0
75949,-2.2491996,5.5894227,rearing,0
75950,-0.6285354,5.7258325,rearing,0
75951,-0.43201232,5.7045484,rearing,0
75952,-0.34975624,5.794138,rearing,0
75953,-0.31711566,5.8154583,rearing,0
75954,-0.2635721,5.8578415,rearing,0
75955,-0.22830325,6.017674,rearing,0
75956,-0.06827773,6.2631397,rearing,0
75957,-0.0140474,6.973862,rearing,0
75958,-0.10742059,7.263547,rearing,0
75959,-0.15807001,7.3565593,rearing,0
75960,-0.20669943,7.3697405,rearing,0
75961,-0.17164163,7.4060726,rearing,0
75962,-0.14973149,7.4059706,rearing,0
75963,-0.18553852,7.3971786,rearing,0
75964,-0.14088213,7.3749633,rearing,0
75965,-0.33713278,7.2774224,rearing,0
75966,-0.3875967,7.306369,rearing,0
75967,-0.51094395,7.288346,rearing,0
75968,-0.7444142,7.214445,rearing,0
75969,-0.808895,7.20413,rearing,0
75970,-0.9792115,7.291897,rearing,0
75971,-1.1094847,7.1997423,rearing,0
75972,-1.1891146,7.174033,rearing,0
75973,-1.3254282,7.205943,rearing,0
75974,-1.3241833,7.175334,rearing,0
75975,-1.3646708,7.167046,rearing,0
75976,-1.2837973,7.0980215,rearing,0
75977,-1.3220514,7.092739,rearing,0
75978,-1.3108983,7.136349,rearing,0
75979,-1.296826,7.070316,rearing,0
75980,-1.0667921,7.0478544,rearing,0
75981,-0.75722575,7.0295753,rearing,0
75982,-0.60057086,7.144504,rearing,0
75983,-0.5217896,7.0950084,na,0
75984,-0.3663684,7.1352353,na,0
75985,-0.16358861,7.1517243,na,0
75986,1.2410965,7.699792,na,0
75987,1.4182181,7.7730384,na,3
75988,1.5788951,7.8984904,na,3
75989,1.6483781,7.944636,na,3
75990,1.5782475,7.899719,na,3
75991,1.5295167,7.9483967,na,3
75992,1.4183952,7.9464808,na,3
75993,1.3016366,7.921599,na,3
75994,0.74319875,7.8331423,na,0
75995,0.5415718,7.8206606,na,0
75996,0.1954573,7.6532774,na,0
75997,0.11206125,7.607316,na,0
75998,-0.053203605,7.4519286,na,0
75999,-0.48314387,7.3898153,na,0
76000,-1.0920382,7.1888347,na,0
76001,-1.3191723,7.114893,na,0
76002,-1.4604259,7.0016932,na,0
76003,-1.3064294,6.9679503,na,0
76004,-1.193971,6.922785,na,0
76005,-0.34194398,6.6890373,na,0
76006,-0.26317373,6.6341324,na,0
76007,-0.23146039,6.6156693,na,0
76008,-0.21388514,6.611768,na,0
76009,-0.32345405,6.596594,rearing,0
76010,-0.4779013,6.5948706,rearing,0
76011,-0.43291983,6.6536202,rearing,0
76012,-0.49432746,6.6336093,rearing,0
76013,-0.49028155,6.6961823,rearing,0
76014,-0.45976144,6.841003,rearing,0
76015,-0.58122104,6.9601207,rearing,0
76016,-0.65871644,6.9342585,rearing,0
76017,-0.8426003,7.223813,rearing,0
76018,-0.96951073,7.3118157,rearing,0
76019,-1.0628159,7.3611703,rearing,0
76020,-0.99506074,7.397136,rearing,0
76021,-1.0077828,7.415635,rearing,0
76022,-0.882985,7.354085,rearing,0
76023,-0.7536001,7.256726,rearing,0
76024,-0.6623314,7.1396513,rearing,0
76025,-0.6489937,7.0778694,rearing,0
76026,-0.3936981,6.936168,rearing,0
76027,-0.30706128,6.943757,rearing,0
76028,1.6206157,7.195955,rearing,3
76029,1.9806699,7.2890496,na,3
76030,2.0099597,7.218072,na,3
76031,1.9956943,7.2421556,na,3
76032,2.0130262,7.2553673,na,3
76033,2.050505,7.2486205,na,3
76034,1.9766437,7.311913,na,3
76035,1.9032338,7.4082036,na,3
76036,1.8679329,7.483273,na,3
76037,1.8443441,7.458676,na,3
76038,1.8416198,7.587024,na,3
76039,1.8265686,7.661529,na,3
76040,1.8361611,7.7212048,na,3
76041,1.7813073,7.846265,na,3
76042,1.9264069,8.022679,na,3
76043,1.8298372,8.401608,na,3
76044,1.7225648,8.594128,na,3
76045,1.6327206,8.686375,na,3
76046,1.6600112,8.697522,na,3
76047,1.6444519,8.714126,na,3
76048,1.6810958,8.785216,na,3
76049,1.6533202,9.058169,na,3
76050,1.3080785,10.81194,na,1
76051,1.3246133,10.850744,na,1
76052,1.2515674,11.152967,na,1
76053,1.1943923,11.136571,na,1
76054,1.2160901,11.176436,na,1
76055,1.2090203,11.202785,na,1
76056,1.219936,11.19467,na,1
76057,1.2763623,11.135604,na,1
76058,1.2379524,11.1417265,na,1
76059,1.3474765,11.002091,na,1
76060,1.3898349,10.961667,na,1
76061,1.4538313,10.959083,walking,1
76062,1.485454,10.836589,walking,1
76063,1.749713,10.529033,walking,3
76064,1.8867817,10.396552,walking,3
76065,1.8773205,10.363472,walking,3
76066,1.8873864,10.363917,walking,3
76067,1.973903,10.346535,walking,3
76068,1.9502627,10.365643,walking,3
76069,1.9631294,10.383176,walking,3
76070,1.9233757,10.469785,walking,3
76071,1.9106375,10.498926,na,3
76072,1.8814234,10.591501,na,3
76073,1.8807725,10.639557,na,3
76074,1.8037362,10.700925,na,3
76075,1.8134348,10.729404,na,3
76076,1.8535829,10.702505,na,3
76077,1.8150017,10.719868,na,3
76078,1.7927771,10.745205,na,1
76079,1.8408585,10.7836685,na,1
76080,1.7651572,10.939127,na,1
76081,1.4852309,11.139404,na,1
76082,0.7813127,12.292973,na,1
76083,0.63370866,12.429663,na,1
76084,0.70054895,12.669114,na,1
76085,0.6913428,12.778001,na,1
76086,0.64530027,12.86396,na,1
76087,0.72314936,13.170366,na,1
76088,0.72533834,13.249172,na,1
76089,0.75973684,13.270742,na,1
76090,0.78407633,13.23655,na,1
76091,0.8751739,13.08365,na,1
76092,0.9423317,12.974412,na,1
76093,0.92954606,12.880189,na,1
76094,0.9940077,12.680733,na,1
76095,2.0344672,10.809848,walking,3
76096,2.2261887,10.394385,walking,3
76097,2.1796167,10.25968,walking,3
76098,2.3814754,10.161374,walking,3
76099,2.4801548,10.089199,walking,3
76100,2.5807304,10.021245,walking,3
76101,2.5401945,10.012089,na,3
76102,2.542171,10.033371,na,3
76103,2.5290558,10.047835,rearing,3
76104,2.5398405,10.0622,rearing,3
76105,2.501991,10.0971155,rearing,3
76106,2.4796872,10.095875,rearing,3
76107,2.5627854,10.122081,rearing,3
76108,2.5686357,10.161812,rearing,3
76109,2.5450137,10.140791,rearing,3
76110,2.4973383,10.219697,rearing,3
76111,2.4196973,10.300686,rearing,3
76112,2.3964634,10.393952,na,3
76113,2.230653,10.643264,na,3
76114,2.0173721,11.187897,na,1
76115,1.7538937,12.091464,na,1
76116,1.7714255,12.313864,na,1
76117,1.7695836,12.4528475,na,1
76118,1.78299,12.513316,na,1
76119,1.7833811,12.534868,na,1
76120,1.7751899,12.560392,na,1
76121,1.7841095,12.597007,na,1
76122,1.7722179,12.579902,na,1
76123,1.7807904,12.576491,na,1
76124,1.7912486,12.600859,walking,1
76125,1.8228185,12.565054,walking,1
76126,1.8182372,12.549025,walking,1
76127,1.8357306,12.545741,walking,1
76128,1.8351502,12.547371,walking,1
76129,1.9262953,12.481895,walking,1
76130,2.0034459,12.406744,na,1
76131,4.937167,9.426652,rearing,3
76132,5.151518,9.373711,rearing,3
76133,5.3384833,9.38838,rearing,3
76134,5.433525,9.389999,rearing,3
76135,5.503019,9.407888,rearing,3
76136,5.5552435,9.370269,rearing,3
76137,5.5758886,9.340049,rearing,3
76138,5.5762234,9.289643,rearing,3
76139,5.566469,9.276718,rearing,3
76140,5.502266,9.253705,rearing,3
76141,5.5267606,9.324275,rearing,3
76142,5.508822,9.291652,rearing,3
76143,5.517027,9.263084,rearing,3
76144,-2.5716913,7.5462565,rearing,0
76145,-2.4464202,7.695358,rearing,0
76146,-2.4353776,7.7350416,rearing,0
76147,-2.517093,7.793718,rearing,0
76148,-2.3601828,7.8023863,rearing,0
76149,-2.1434813,7.8984256,rearing,0
76150,-1.7031724,7.8551197,rearing,0
76151,-1.2848024,7.8968463,rearing,0
76152,-0.8886216,8.030629,rearing,0
76153,-0.61556756,7.970183,rearing,0
76154,2.9045026,9.930506,rearing,3
76155,2.766023,10.264338,na,3
76156,1.567884,10.8710785,na,1
76157,1.5458957,10.903938,na,1
76158,1.5297724,10.92159,na,1
76159,1.2994056,10.967593,na,1
76160,1.2164928,11.095226,na,1
76161,0.96887875,11.2134285,na,1
76162,0.84667385,11.264998,na,1
76163,0.73961604,11.204523,na,1
76164,0.22162029,11.318559,na,1
76165,0.16773398,11.341511,na,1
76166,0.1189812,11.364505,na,1
76167,0.1357724,11.361705,na,1
76168,0.10475584,11.415713,na,1
76169,0.12716167,11.412008,na,1
76170,0.08495077,11.446867,na,1
76171,0.09583492,11.538228,na,1
76172,0.12351245,11.5717945,walking,1
76173,4.254907,8.1388035,walking,3
76174,4.2877355,8.094437,walking,3
76175,4.313307,8.087327,walking,3
76176,4.308329,8.094093,walking,3
76177,4.329574,8.028574,walking,3
76178,4.2723827,8.115022,walking,3
76179,4.082165,8.33853,walking,3
76180,3.536991,8.803522,walking,3
76181,3.4416876,8.922255,na,3
76182,3.3167803,8.974058,standing,3
76183,3.3230884,8.963309,standing,3
76184,3.310652,8.996311,standing,3
76185,3.2489858,8.977036,standing,3
76186,3.2885892,9.014565,standing,3
76187,3.255836,9.027224,standing,3
76188,3.260366,9.022881,standing,3
76189,3.2598937,8.975251,standing,3
76190,3.2646623,9.021671,standing,3
76191,3.2633152,9.021912,standing,3
76192,3.2428896,8.974445,standing,3
76193,3.2279599,8.962261,standing,3
76194,3.208097,8.991054,standing,3
76195,3.1793952,8.946081,standing,3
76196,3.217434,8.915162,standing,3
76197,3.2070937,8.927882,standing,3
76198,3.1778023,8.936788,standing,3
76199,3.210442,8.867488,standing,3
76200,3.225028,8.869355,standing,3
76201,3.2286332,8.924718,standing,3
76202,3.2187312,8.855634,standing,3
76203,3.2814763,8.842031,standing,3
76204,3.3361,8.832834,na,3
76205,3.443511,8.807199,na,3
76206,3.4340072,8.771807,na,3
76207,3.5068054,8.747499,na,3
76208,3.4421325,8.811556,standing,3
76209,3.429994,8.8250475,standing,3
76210,3.3900046,8.820755,standing,3
76211,3.374252,8.83938,standing,3
76212,3.3105314,8.8023815,standing,3
76213,3.3022587,8.864141,standing,3
76214,3.2117982,9.016319,standing,3
76215,3.0790682,9.02488,standing,3
76216,3.0658987,9.079556,standing,3
76217,2.9652977,9.20527,standing,3
76218,2.9272566,9.20172,standing,3
76219,2.9584455,9.256295,na,3
76220,2.9335706,9.253554,na,3
76221,2.9254205,9.250749,na,3
76222,2.9464798,9.325517,na,3
76223,2.9892218,9.381024,na,3
76224,2.9956326,9.512473,na,3
76225,3.0276554,9.571513,na,3
76226,3.0765605,9.680559,na,3
76227,3.1355207,9.630358,na,3
76228,4.4770913,9.453568,na,3
76229,4.936783,9.430948,na,3
76230,5.2670727,9.442823,na,3
76231,5.355314,9.45229,na,3
76232,5.424573,9.445393,na,3
76233,5.408168,9.437276,na,3
76234,5.3870206,9.439844,na,3
76235,5.196441,9.426936,na,3
76236,4.843483,9.411322,na,3
76237,4.711363,9.479096,na,3
76238,4.596124,9.487358,na,3
76239,-0.640648,10.5156145,na,1
76240,-0.7413507,10.496922,standing,1
76241,-0.67761827,10.538111,na,1
76242,-0.6361124,10.620259,na,1
76243,-0.59291244,10.620023,na,1
76244,-0.66564596,10.654998,walking,1
76245,-0.59877497,10.809201,walking,1
76246,-0.7393636,10.850149,walking,1
76247,-1.1070118,11.156944,walking,1
76248,-1.1122898,11.150114,walking,1
76249,-1.1463506,11.163626,walking,1
76250,-1.1180063,11.234719,walking,1
76251,-1.1875144,11.18674,na,1
76252,-0.91226506,11.110202,na,1
76253,-0.4423594,11.167653,na,1
76254,-0.3174943,11.125318,na,1
76255,-0.22053467,11.150445,na,1
76256,-0.19340388,11.131233,na,1
76257,-0.0801064,11.048037,na,1
76258,0.123830415,11.014007,na,1
76259,0.06423885,10.951218,na,1
76260,0.08999921,10.949389,na,1
76261,0.09755535,10.970988,na,1
76262,0.07537703,10.980403,na,1
76263,0.017231468,10.968233,na,1
76264,0.020340148,11.017463,na,1
76265,0.04034792,11.120477,walking,1
76266,-0.00404273,11.184201,walking,1
76267,-0.0031901025,11.170497,walking,1
76268,-0.03976023,11.1823635,walking,1
76269,-0.027383687,11.241524,walking,1
76270,0.020667404,11.214805,walking,1
76271,-0.031043239,11.213692,walking,1
76272,0.12130688,11.109138,walking,1
76273,0.85100085,11.039706,walking,1
76274,2.245496,9.901082,walking,3
76275,2.5229208,9.609743,walking,3
76276,2.6238928,9.528123,walking,3
76277,2.6068046,9.549891,walking,3
76278,2.614794,9.523196,walking,3
76279,2.6420412,9.492338,walking,3
76280,2.6228979,9.485264,walking,3
76281,2.6749558,9.5354595,walking,3
76282,2.6950052,9.494814,walking,3
76283,2.7468653,9.481788,walking,3
76284,2.7833474,9.505459,walking,3
76285,2.7234418,9.462159,walking,3
76286,2.7012055,9.437023,na,3
76287,2.6798503,9.323801,na,3
76288,2.6685567,9.345062,na,3
76289,2.634656,9.322466,na,3
76290,2.649476,9.376509,na,3
76291,2.6610281,9.459455,na,3
76292,2.6721632,9.470882,na,3
76293,2.657758,9.489948,na,3
76294,2.6489153,9.515911,na,3
76295,2.6450243,9.524416,na,3
76296,2.6423044,9.526839,na,3
76297,2.577605,9.538858,walking,3
76298,2.609341,9.530911,walking,3
76299,2.6326694,9.530323,walking,3
76300,2.719475,9.499138,walking,3
76301,2.8327756,9.361262,walking,3
76302,2.8650556,9.288979,walking,3
76303,2.834403,9.361489,walking,3
76304,2.6886497,9.419603,walking,3
76305,2.5572789,9.57103,walking,3
76306,2.5066433,9.660911,walking,3
76307,2.3926492,9.780166,walking,3
76308,2.3752103,9.708874,walking,3
76309,2.363333,9.814347,na,3
76310,2.3414147,9.834903,na,3
76311,2.376241,9.86747,na,3
76312,2.3752072,9.852306,na,3
76313,2.3188648,9.91773,na,3
76314,2.425893,9.951399,na,3
76315,2.677517,10.008736,na,3
76316,3.0940635,10.158597,na,3
76317,3.1425307,10.153528,na,3
76318,3.1669915,10.122275,standing,3
76319,3.1928136,10.15205,standing,3
76320,3.2178173,10.125676,standing,3
76321,3.3160264,10.123924,standing,3
76322,3.1737745,10.167944,standing,3
76323,3.149964,10.172831,standing,3
76324,3.156837,10.221389,standing,3
76325,3.2042334,10.199933,standing,3
76326,3.2412274,10.142933,standing,3
76327,3.2022784,10.262275,standing,3
76328,3.2310166,10.199994,standing,3
76329,3.3083005,10.201923,standing,3
76330,3.4309459,10.184175,standing,3
76331,3.521267,10.183914,standing,3
76332,3.6345744,10.091175,standing,3
76333,3.6704054,9.976549,standing,3
76334,3.6716676,9.945935,standing,3
76335,3.6660438,9.949229,standing,3
76336,3.7162063,9.897655,na,3
76337,3.6935723,9.897943,na,3
76338,3.6029544,9.847546,na,3
76339,3.6055124,9.7394,na,3
76340,3.494067,9.46147,na,3
76341,3.4920325,9.232963,na,3
76342,3.4542084,9.216409,na,3
76343,3.4619236,9.121248,na,3
76344,3.4576864,9.069899,na,3
76345,3.5390427,8.403261,na,3
76346,3.5034728,8.157253,na,3
76347,3.5143945,8.08845,na,3
76348,3.468815,8.063291,na,3
76349,3.4551797,8.17651,na,3
76350,3.5064805,8.108263,na,3
76351,3.4765813,8.192988,na,3
76352,2.4010985,7.632893,na,3
76353,2.294551,7.5300493,na,3
76354,2.3230555,7.6049366,na,3
76355,2.36556,7.6313,na,3
76356,2.3412006,7.552316,na,3
76357,2.3501906,7.6501255,na,3
76358,2.9950533,9.558192,na,3
76359,3.0472412,9.641408,na,3
76360,3.1027641,9.583096,na,3
76361,3.1134193,9.4309225,na,3
76362,2.9878726,9.248677,na,3
76363,2.9270341,9.129965,na,3
76364,2.6197019,8.485847,na,3
76365,2.530493,8.023776,na,3
76366,2.3905182,7.539187,na,3
76367,2.4524093,6.9826975,na,2
76368,2.4662325,6.784145,na,2
76369,2.4526427,6.789019,na,2
76370,2.4989748,6.7867885,na,2
76371,2.4329917,6.777887,na,2
76372,2.4351602,6.7909713,na,2
76373,2.4158757,6.783616,na,2
76374,2.4111512,6.812697,na,2
76375,2.3410823,6.9971695,na,2
76376,2.2941864,7.5626774,na,3
76377,2.6368613,10.465419,na,3
76378,2.2301633,10.845817,na,3
76379,2.1829665,10.896632,na,3
76380,2.073488,11.023245,na,3
76381,1.9137883,11.049068,na,1
76382,1.817749,11.180191,na,1
76383,1.4656507,11.099092,na,1
76384,1.261695,11.173462,na,1
76385,1.153799,11.153186,na,1
76386,1.0131638,11.260267,na,1
76387,0.8909383,11.382002,na,1
76388,0.8300162,11.396302,na,1
76389,0.83907044,11.4855995,na,1
76390,0.8629519,11.423,na,1
76391,0.84835553,11.426504,na,1
76392,0.84505105,11.403474,na,1
76393,0.9506801,11.343385,na,1
76394,1.1220564,11.284635,na,1
76395,1.6362019,11.13602,na,1
76396,1.8872324,11.183615,na,1
76397,2.0954137,11.11977,na,3
76398,2.1869066,11.218645,na,3
76399,2.299467,11.210936,na,3
76400,2.4889348,11.327223,na,3
76401,2.5608444,11.300119,na,3
76402,2.724266,11.383089,na,3
76403,2.8113291,11.374594,na,3
76404,2.803077,11.389429,na,3
76405,2.7620811,11.516087,na,3
76406,2.6295376,11.67027,na,3
76407,2.721904,11.710566,na,3
76408,2.6105685,11.746436,na,3
76409,2.6573906,11.684401,na,3
76410,2.671457,11.670099,na,3
76411,2.6734087,11.630337,na,3
76412,2.8551579,11.46675,na,3
76413,2.9656568,11.4496765,na,3
76414,3.0966103,11.337647,na,3
76415,3.1801906,11.237409,na,3
76416,3.1258554,11.277619,na,3
76417,3.1337779,11.177311,standing,3
76418,3.2161067,11.117147,standing,3
76419,3.2070572,11.06234,standing,3
76420,3.1978734,10.981416,standing,3
76421,3.2047737,10.931552,standing,3
76422,3.1902516,10.897,standing,3
76423,3.1840353,10.85654,standing,3
76424,3.2152307,10.732408,standing,3
76425,3.2232237,10.700038,standing,3
76426,3.2001543,10.703677,standing,3
76427,3.167906,10.641289,standing,3
76428,3.1477392,10.491361,standing,3
76429,3.0996232,10.466219,standing,3
76430,2.9606295,10.192212,standing,3
76431,2.841709,9.915156,standing,3
76432,2.707866,9.573596,standing,3
76433,2.521167,9.239189,standing,3
76434,2.2583663,9.135772,standing,3
76435,2.2235534,8.995176,standing,3
76436,2.0819316,8.92194,standing,3
76437,2.0237792,9.010717,standing,3
76438,2.067885,8.99489,standing,3
76439,2.0540202,9.026381,standing,3
76440,2.0234997,9.066738,standing,3
76441,2.1098037,9.116448,standing,3
76442,2.1112995,9.1924305,standing,3
76443,2.1225476,9.187887,standing,3
76444,2.0975177,9.189925,standing,3
76445,2.1205597,9.19162,standing,3
76446,2.0729175,9.210977,standing,3
76447,2.0378754,9.249592,standing,3
76448,1.9092623,9.3790865,na,3
76449,0.33243808,10.420495,na,1
76450,0.1806075,10.348054,na,1
76451,0.20373404,10.327397,na,1
76452,0.103164025,10.390849,na,1
76453,0.04010292,10.3990555,na,1
76454,-0.097485006,10.552558,na,1
76455,-0.25414237,10.578938,na,1
76456,-0.5049485,10.560393,na,1
76457,-0.68780756,10.54885,na,1
76458,-0.82330185,10.502506,na,1
76459,-0.84549665,10.54692,na,1
76460,-0.9857899,10.506385,na,1
76461,-1.5531245,10.604112,na,1
76462,-2.0795705,10.882245,na,1
76463,-2.1616292,11.143753,na,1
76464,-2.2043467,11.134883,na,1
76465,-2.158628,11.130639,na,1
76466,-2.1387935,11.080881,walking,1
76467,-1.9627835,11.023788,walking,1
76468,-1.8930559,10.982791,walking,1
76469,-1.8416247,10.974032,walking,1
76470,-1.7830153,10.988092,walking,1
76471,-1.7696261,10.994836,walking,1
76472,3.853355,12.372001,walking,3
76473,3.938687,12.469561,walking,3
76474,4.0273385,12.551142,na,3
76475,4.041824,12.553137,na,3
76476,4.065143,12.589155,na,3
76477,4.078494,12.609501,na,3
76478,4.055997,12.581852,na,3
76479,4.0304112,12.540127,na,3
76480,3.933819,12.404338,rearing,3
76481,3.9096625,12.332564,rearing,3
76482,3.910993,12.315545,rearing,3
76483,3.9411361,12.403721,rearing,3
76484,4.020247,12.52844,rearing,3
76485,4.0882483,12.599537,rearing,3
76486,4.083551,12.603826,rearing,3
76487,4.0813174,12.603591,rearing,3
76488,4.083104,12.60011,na,3
76489,4.08195,12.598274,na,3
76490,4.081626,12.585451,na,3
76491,4.0757113,12.444788,na,3
76492,5.528072,9.496814,na,3
76493,5.564192,9.479813,na,3
76494,5.5664744,9.481749,na,3
76495,5.5103436,9.486083,na,3
76496,5.3654203,9.519359,na,3
76497,5.0218453,9.627468,na,3
76498,4.7147927,9.743744,na,3
76499,4.585667,9.732626,na,3
76500,4.078746,9.821225,na,3
76501,3.6627178,9.886391,na,3
76502,3.5248067,9.821151,na,3
76503,3.4650607,9.886826,standing,3
76504,3.415163,9.930306,standing,3
76505,3.387713,9.9984045,standing,3
76506,3.1766186,10.134265,standing,3
76507,2.840913,10.230679,na,3
76508,2.4175692,10.218178,na,3
76509,2.1557608,10.075776,na,3
76510,2.0642767,9.992365,na,3
76511,1.9597813,9.992391,na,3
76512,1.8332754,10.051248,na,3
76513,1.8495711,10.22954,na,3
76514,1.819701,10.383446,na,3
76515,3.863601,12.502274,na,3
76516,3.8975508,12.545605,na,3
76517,3.9306705,12.570143,na,3
76518,3.91209,12.562131,na,3
76519,3.8822603,12.558835,na,3
76520,3.8246377,12.55688,na,3
76521,-0.9388736,12.805907,na,1
76522,-0.82818365,12.890777,na,1
76523,-0.59093666,13.113463,na,1
76524,-0.10637197,13.470676,na,1
76525,0.088036,13.546528,na,1
76526,0.33892018,13.614303,walking,1
76527,0.476735,13.715387,walking,1
76528,0.5311681,13.804624,walking,1
76529,0.57670665,13.812949,walking,1
76530,0.62822264,13.867036,walking,1
76531,0.668045,13.916665,walking,1
76532,0.6547326,13.914268,walking,1
76533,0.7528117,13.805069,walking,1
76534,0.7137947,13.861658,walking,1
76535,0.86444974,13.724783,walking,1
76536,0.9185719,13.703379,walking,1
76537,0.9556859,13.714093,walking,1
76538,0.9505504,13.684516,walking,1
76539,0.9829559,13.617689,walking,1
76540,1.1123657,13.148106,walking,1
76541,1.3087826,12.761886,walking,1
76542,1.3763467,12.651358,na,1
76543,3.623449,5.5663104,na,2
76544,3.606952,5.5825,na,2
76545,3.619697,5.566137,na,2
76546,3.6983564,5.457814,na,2
76547,3.87096,5.351733,na,2
76548,4.041554,5.2042055,na,2
76549,4.0234694,5.2397895,na,2
76550,4.039062,5.1871805,na,2
76551,4.0520873,5.168674,na,2
76552,4.054515,5.143874,na,2
76553,4.072813,5.1023984,na,2
76554,4.0252843,5.142234,na,2
76555,4.012609,5.126261,na,2
76556,3.964038,5.169109,na,2
76557,3.9767165,5.165176,na,2
76558,3.9417963,5.1718097,na,2
76559,3.9020736,5.1946907,na,2
76560,3.8781443,5.1903653,na,2
76561,3.7579188,5.2333508,na,2
76562,3.646613,5.372841,na,2
76563,3.4613307,5.611975,na,2
76564,3.4554327,5.661153,na,2
76565,3.4411776,5.661829,na,2
76566,3.481793,5.707833,na,2
76567,3.4422908,5.6354904,na,2
76568,3.4499962,5.575931,na,2
76569,3.5423105,5.488451,na,2
76570,3.5552206,5.400653,na,2
76571,3.6646605,5.3702674,na,2
76572,3.6186123,5.3704195,na,2
76573,3.7045283,5.3918457,na,2
76574,3.6988935,5.37396,na,2
76575,3.6258318,5.4207644,na,2
76576,3.6307368,5.431648,na,2
76577,3.5927086,5.445749,na,2
76578,3.3256197,5.518714,rearing,2
76579,3.0738268,5.555951,rearing,2
76580,3.0057259,5.595662,rearing,2
76581,2.995724,5.5826964,rearing,2
76582,3.0257075,5.5384903,rearing,2
76583,2.9750237,5.5510416,rearing,2
76584,2.9565291,5.4694066,na,2
76585,2.9940257,5.419547,na,2
76586,2.914597,5.404505,na,2
76587,2.9691658,5.3743243,na,2
76588,2.9364667,5.416288,na,2
76589,2.627319,5.457776,na,2
76590,2.2937346,5.437352,na,2
76591,2.0510194,5.428674,na,2
76592,1.8990632,5.442237,na,2
76593,1.887378,5.4141808,na,2
76594,1.9340339,5.396547,na,2
76595,1.9291736,5.3501606,na,2
76596,2.0039835,5.3906927,na,2
76597,2.3674073,5.3290534,na,2
76598,2.9491823,5.15749,na,2
76599,4.036708,4.830304,na,2
76600,4.079419,4.7380576,walking,2
76601,4.1022577,4.8089433,walking,2
76602,4.1551347,4.809071,na,2
76603,4.2354064,4.790498,standing,2
76604,4.1942344,4.8129725,standing,2
76605,4.1758423,4.823264,standing,2
76606,4.2439113,4.7710857,standing,2
76607,4.237565,4.7891445,standing,2
76608,4.244438,4.771765,standing,2
76609,4.2992015,4.7646813,standing,2
76610,4.321907,4.7507668,standing,2
76611,4.3357415,4.7743425,standing,2
76612,4.316406,4.8324456,standing,2
76613,4.3518825,4.8671827,standing,2
76614,4.3493657,4.854404,standing,2
76615,4.3790736,4.8870325,standing,2
76616,4.3826013,4.897626,standing,2
76617,4.403493,4.88807,standing,2
76618,4.3990884,4.918295,na,2
76619,4.437273,4.8869977,na,2
76620,4.490197,4.9010415,na,2
76621,4.4592433,4.9489365,na,2
76622,4.449714,4.95725,na,2
76623,4.4279146,4.9804635,na,2
76624,4.4765596,5.023943,na,2
76625,4.389655,5.0743012,na,2
76626,4.3981915,5.0850577,na,2
76627,-1.1151973,10.862347,na,1
76628,-1.249369,11.024479,na,1
76629,-1.5262276,10.996044,na,1
76630,-2.0555124,11.073573,na,1
76631,-2.4182413,11.124418,na,1
76632,-2.5280242,11.145726,walking,1
76633,-2.690694,11.0956545,walking,1
76634,-2.6897352,11.153432,walking,1
76635,-2.733551,11.065528,walking,1
76636,-2.7301443,11.177193,walking,1
76637,-2.8134513,11.176467,walking,1
